Leftname,Rightname,Label
/directory/cvl-0005-4-21.png,/directory/cvl-0005-7-13.png,1
/directory/cvl-0023-6-11.png,/directory/cvl-0023-7-11.png,1
/directory/cvl-0024-1-22.png,/directory/cvl-0024-1-21.png,1
/directory/cvl-0020-7-31.png,/directory/cvl-0020-2-11.png,1
/directory/cvl-0047-1-32.png,/directory/cvl-0047-7-31.png,1
/directory/cvl-0022-1-11.png,/directory/cvl-0013-3-22.png,0
/directory/cvl-0029-6-22.png,/directory/cvl-0029-8-23.png,1
/directory/cvl-0012-2-31.png,/directory/cvl-0012-8-11.png,1
/directory/cvl-0017-2-32.png,/directory/cvl-0017-8-41.png,1
/directory/cvl-0018-3-33.png,/directory/cvl-0004-4-22.png,0
/directory/cvl-0004-7-13.png,/directory/cvl-0004-4-31.png,1
/directory/cvl-0018-6-32.png,/directory/cvl-0041-3-31.png,0
/directory/cvl-0003-7-22.png,/directory/cvl-0003-2-21.png,1
/directory/cvl-0025-7-11.png,/directory/cvl-0002-7-12.png,0
/directory/cvl-0047-7-32.png,/directory/cvl-0047-1-32.png,1
/directory/cvl-0023-7-31.png,/directory/cvl-0024-7-32.png,0
/directory/cvl-0047-7-32.png,/directory/cvl-0047-6-11.png,1
/directory/cvl-0014-2-12.png,/directory/cvl-0014-2-21.png,1
/directory/cvl-0016-1-23.png,/directory/cvl-0014-7-21.png,0
/directory/cvl-0021-3-22.png,/directory/cvl-0021-1-12.png,1
/directory/cvl-0017-4-12.png,/directory/cvl-0017-3-41.png,1
/directory/cvl-0025-1-34.png,/directory/cvl-0025-4-21.png,1
/directory/cvl-0016-1-21.png,/directory/cvl-0042-4-31.png,0
/directory/cvl-0024-1-23.png,/directory/cvl-0024-3-33.png,1
/directory/cvl-0020-8-12.png,/directory/cvl-0021-8-12.png,0
/directory/cvl-0021-7-32.png,/directory/cvl-0029-6-22.png,0
/directory/cvl-0025-8-33.png,/directory/cvl-0025-4-42.png,1
/directory/cvl-0017-1-14.png,/directory/cvl-0017-1-12.png,1
/directory/cvl-0012-1-13.png,/directory/cvl-0012-8-13.png,1
/directory/cvl-0016-4-41.png,/directory/cvl-0024-2-32.png,0
/directory/cvl-0042-2-32.png,/directory/cvl-0006-1-22.png,0
/directory/cvl-0025-6-32.png,/directory/cvl-0025-7-42.png,1
/directory/cvl-0025-2-21.png,/directory/cvl-0025-1-14.png,1
/directory/cvl-0014-3-21.png,/directory/cvl-0025-2-41.png,0
/directory/cvl-0025-8-42.png,/directory/cvl-0018-1-12.png,0
/directory/cvl-0047-3-12.png,/directory/cvl-0047-3-31.png,1
/directory/cvl-0025-1-14.png,/directory/cvl-0017-8-13.png,0
/directory/cvl-0021-3-31.png,/directory/cvl-0041-1-11.png,0
/directory/cvl-0029-4-31.png,/directory/cvl-0029-2-12.png,1
/directory/cvl-0042-2-12.png,/directory/cvl-0042-3-31.png,1
/directory/cvl-0012-7-43.png,/directory/cvl-0027-3-32.png,0
/directory/cvl-0042-3-11.png,/directory/cvl-0025-8-11.png,0
/directory/cvl-0002-7-22.png,/directory/cvl-0026-8-11.png,0
/directory/cvl-0005-7-21.png,/directory/cvl-0005-1-33.png,1
/directory/cvl-0013-2-32.png,/directory/cvl-0013-8-32.png,1
